iter	MultiClass
442	1.289155213
443	1.288785949
444	1.288480286
445	1.288369094
446	1.288017726
447	1.287706777
448	1.287297925
449	1.287261664
450	1.286649212
451	1.286453997
452	1.286119024
453	1.285736227
454	1.285491755
455	1.285031733
456	1.284586589
457	1.284231451
458	1.283766118
459	1.283417862
460	1.283042115
461	1.282757415
462	1.282655593
463	1.282152447
464	1.281938783
465	1.281288912
466	1.281032964
467	1.280817909
468	1.280608324
469	1.280277508
470	1.280003287
471	1.27972964
472	1.279162707
473	1.278782562
474	1.278583524
475	1.278513323
476	1.278436969
477	1.278193991
478	1.277719142
479	1.277529256
480	1.277208182
481	1.276841183
482	1.276304497
483	1.276070206
484	1.275713712
485	1.275405895
486	1.275051099
487	1.274799203
488	1.274250262
489	1.2739964
490	1.273709176
491	1.273180471
492	1.272892625
493	1.272237861
494	1.272024859
495	1.271875019
496	1.271692463
497	1.27145562
498	1.270905274
499	1.270315802
500	1.269961916
501	1.269646961
502	1.269198092
503	1.26879954
504	1.268778827
505	1.26858154
506	1.268517077
507	1.268218732
508	1.26793475
509	1.26784214
510	1.267563625
511	1.267533843
512	1.267300621
513	1.267097471
514	1.266644544
515	1.266306572
516	1.266041643
517	1.265607765
518	1.265495738
519	1.265312658
520	1.265020373
521	1.26459612
522	1.264539721
523	1.264429193
524	1.264170502
525	1.263822441
526	1.263799338
527	1.263511051
528	1.263234781
529	1.262807431
530	1.26254791
531	1.262116155
532	1.261710337
533	1.261540827
534	1.261318839
535	1.261104946
536	1.261020757
537	1.260961478
538	1.2608924
539	1.260522687
540	1.260052959
541	1.259667529
542	1.259483767
543	1.259098205
544	1.258787375
545	1.258603204
546	1.258399636
547	1.258018606
548	1.257825276
549	1.257247811
550	1.256959596
551	1.256724358
552	1.256402159
553	1.256186341
554	1.255981213
555	1.255507211
556	1.255158635
557	1.254853118
558	1.254484279
559	1.254227877
560	1.253986576
561	1.253849789
562	1.25360158
563	1.253456801
564	1.252979823
565	1.252521576
566	1.252030484
567	1.251775635
568	1.251545004
569	1.251198
570	1.250688153
571	1.2505574
572	1.250219119
573	1.24997688
574	1.24964797
575	1.249426147
576	1.249364703
577	1.249266907
578	1.248806729
579	1.248395821
580	1.247872917
581	1.247681382
582	1.24741966
583	1.247125459
584	1.246850809
585	1.246665394
586	1.246353247
587	1.246345693
588	1.246145523
589	1.245824902
590	1.245797874
591	1.245770609
592	1.245576473
593	1.245293249
594	1.245096646
595	1.24487821
596	1.244485738
597	1.244189894
598	1.243941485
599	1.24368147
600	1.243190142
601	1.2428879
602	1.242838081
603	1.242473748
604	1.24241538
605	1.242222892
606	1.241893967
607	1.241607368
608	1.241145717
609	1.241021869
610	1.240881277
611	1.240402782
612	1.240387928
613	1.240163592
614	1.240072826
615	1.239872099
616	1.239513145
617	1.239256635
618	1.238785539
619	1.238511555
620	1.238345419
621	1.237982603
622	1.23789571
623	1.23746714
624	1.237260823
625	1.237160322
626	1.236824773
627	1.236625538
628	1.236181252
629	1.236029363
630	1.235535016
631	1.235484861
632	1.235165951
633	1.235015602
634	1.234922086
635	1.234710955
636	1.234460505
637	1.234135517
638	1.233938551
639	1.233819455
640	1.233688106
641	1.233501212
642	1.233467301
643	1.233084776
644	1.232995048
645	1.2326788
646	1.232420334
647	1.232293626
648	1.232067116
649	1.232002649
650	1.231979781
651	1.231649492
652	1.231290144
653	1.231286601
654	1.230951292
655	1.230938504
656	1.230489649
657	1.23006114
658	1.229656119
659	1.229325627
660	1.229231887
661	1.22889139
662	1.228677111
663	1.228474291
664	1.22813987
665	1.227905363
666	1.227702726
667	1.227565343
668	1.227289742
669	1.227079259
670	1.226773897
671	1.226708355
672	1.226421104
673	1.226079659
674	1.225753754
675	1.225423117
676	1.22510321
677	1.224903074
678	1.224504156
679	1.22417215
680	1.224068625
681	1.223842229
682	1.223349068
683	1.222892839
684	1.222490156
685	1.222075344
686	1.221976861
687	1.221700734
688	1.221560457
689	1.221335912
690	1.221109116
691	1.220693106
692	1.220568635
693	1.220556641
694	1.220503366
695	1.220219378
696	1.219983554
697	1.219695947
698	1.219432139
699	1.219165384
